Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	log2 fold change	p-value
Q96T76;H0Y746;Q5T454;H7C1W5;B0QZ77;F8WCH8;O43410;H0Y7V3;H7C0A9	Q96T76	MMS19 nucleotide excision repair protein homolog	MMS19	27.38591	27.49366	27.20284	27.92722	28.05869	27.99183	-0.63177681	2.61076227
Q99426;K7EP07;K7EK42;K7EL99;K7EQH0;K7ER04	Q99426;K7EP07;K7EK42	Tubulin-folding cofactor B	TBCB	27.75634	27.46069	27.55062	27.56783	27.78132	27.50499	-0.028832118	0.084376363
Q99459;B3KY60;B4DSH1	Q99459;B3KY60;B4DSH1	Cell division cycle 5-like protein	CDC5L	31.96382	31.93037	31.98519	31.46324	31.2809	31.37814	0.585699717	3.355056906
Q99460;B2R6D0;A0A087WW66;Q05CW6;Q05BX4;H7BZR6;C9J9M4;H7C378;F8WCE3	Q99460;B2R6D0;A0A087WW66;Q05CW6;Q05BX4	26S proteasome non-ATPase regulatory subunit 1	PSMD1	28.11625	28.08608	27.71673	28.45544	28.94383	29.33048	-0.936901093	1.523945662
Q99471;H3BPF6;H3BMQ1;F8VNW6;F8VQZ2	Q99471;H3BPF6;H3BMQ1	Prefoldin subunit 5	PFDN5	25.54251	26.53081	25.84278	25.46326	25.91866	27.26123	-0.242352168	0.146826515
Q99496;X6RFN3	Q99496;X6RFN3	E3 ubiquitin-protein ligase RING2	RNF2	28.93126	28.6328	28.99259	29.08763	28.9695	28.58079	-0.02708753	0.04911498
Q99504;B1APR7;Q0P685;B4E151	Q99504;B1APR7	Eyes absent homolog 3;Eyes absent homolog	EYA3	25.51313	25.62084	25.66519	25.39679	25.58695	25.47877	0.112217585	0.720835603
Q99543;Q08AR5;Q6P5S9;H7C3L7;C9IZ83;F2Z3N9;F2Z3H0	Q99543	"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed"	DNAJC2	26.24382	25.83906	26.05177	27.03475	27.53036	27.34545	-1.258638382	2.60466353
Q99549;B3KS10;A0A0A0MT47;H0Y6J1	Q99549;B3KS10	M-phase phosphoprotein 8	MPHOSPH8	28.86632	28.68572	28.92742	28.35241	28.35561	27.85121	0.640078227	1.605699285
Q99567;J3KMX1;B4DP20;B7Z5I6;I3L4K7;I3L245;I3L2W3	Q99567;J3KMX1;B4DP20;B7Z5I6	Nuclear pore complex protein Nup88	NUP88	29.34847	29.50628	29.35014	29.65717	29.49669	29.45183	-0.133603414	0.754486051
Q99575;Q96F88;E5RK39	Q99575;Q96F88	Ribonucleases P/MRP protein subunit POP1	POP1	30.00129	29.84345	29.96224	27.97624	27.81348	27.82645	2.063605626	5.089268131
Q99583;V9GY02	Q99583;V9GY02	Max-binding protein MNT	MNT	23.34908	23.64911	23.65698	22.94385	22.86301	23.61369	0.411537806	0.728823234
Q99584;D3DV53	Q99584;D3DV53	Protein S100-A13	S100A13	25.55625	25.7618	25.33817	25.30051	25.51223	25.68247	0.053672155	0.118606865
Q99611;Q8N9T3;Q8NAW0;B4E093	Q99611;Q8N9T3;Q8NAW0;B4E093	"Selenide, water dikinase 2"	SEPHS2	27.21484	27.72683	26.57002	22.71004	23.29306	23.52504	3.994518916	3.193184935
Q99615;K7ESP1;K7ELJ8;K7ENB7	Q99615;K7ESP1	DnaJ homolog subfamily C member 7	DNAJC7	29.47831	29.36963	29.3333	28.47143	28.82241	28.4999	0.795834223	2.562333321
Q99633;B2RBU0;Q5T9P7;M0R3G1;Q5T9P8	Q99633;B2RBU0;Q5T9P7;M0R3G1	Pre-mRNA-splicing factor 18	PRPF18	26.77555	26.69073	26.62506	25.73936	25.2839	25.6451	1.140989939	2.845451287
Q99733;B4DS05;B7ZB83;A0A024RCC9;B7ZAC7;C9J6D1;B7ZAK9;C9JZI7;E9PNJ7;A8MXH2;E9PKT8;E9PS34;E9PJJ2;E9PNW0;E9PP22;E9PKI2;H0YCI4;C9J1B1	Q99733;B4DS05;B7ZB83;A0A024RCC9;B7ZAC7;C9J6D1;B7ZAK9;C9JZI7;E9PNJ7;A8MXH2;E9PKT8;E9PS34;E9PJJ2;E9PNW0	Nucleosome assembly protein 1-like 4	NAP1L4	28.12164	28.19643	28.03748	29.71052	30.01398	29.91798	-1.762309392	4.204557383
Q99829;B0QZ18;F2Z2V0;A6PVH9;E7ENH5;Q59EI4;Q5JX44;Q5JX45;Q5JX60;Q5JX59;Q5JX58;Q5JX56;Q5JX55;Q5JX61;Q5JX52;Q5JX54;Q5JX57;H0Y524	Q99829;B0QZ18;F2Z2V0;A6PVH9;E7ENH5;Q59EI4;Q5JX44;Q5JX45;Q5JX60;Q5JX59;Q5JX58;Q5JX56;Q5JX55	Copine-1	CPNE1	25.76083	25.48216	25.37994	26.44567	26.87888	26.47534	-1.058989207	2.377786259
Q99836;B4E3D6;A0A0A0MS70;H0Y4G9;A0A0A0MST0;B4DU08;B4DT48;A0A0A0MSI9;A0A193CK37;A0A192GQL6;A0A192GQD4	Q99836;B4E3D6;A0A0A0MS70;H0Y4G9;A0A0A0MST0;B4DU08	Myeloid differentiation primary response protein MyD88	MYD88	24.6796	24.21963	24.29971	24.45344	24.63112	24.52874	-0.138120015	0.385213046
Q99856;K7EJ04;H0YFY1	Q99856;K7EJ04	AT-rich interactive domain-containing protein 3A	ARID3A	28.08502	28.36511	28.21146	27.41836	27.2641	27.71869	0.753480911	2.071446389
Q99871;B4DXP4;A6NDA1;Q6ZUX9;B4DJM4;H7BZF8	Q99871;B4DXP4	HAUS augmin-like complex subunit 7	HAUS7	24.23841	23.86202	21.77934	25.42924	25.33906	24.95903	-1.949185689	1.177680109
Q99880	Q99880	Histone H2B type 1-L	HIST1H2BL	24.30327	26.57339	26.21121	24.55906	24.59776	25.32581	0.868412654	0.50912378
Q99959;B8QGS9;B4DR79;B8QGS8;A0A087WXY2	Q99959;B8QGS9	Plakophilin-2	PKP2	25.59038	25.31268	24.25472	24.7333	24.49363	22.78179	1.049690247	0.643078393
Q99986;A8K245;H0YJ50;H0YJJ9;H0YJF7	Q99986;A8K245;H0YJ50	Serine/threonine-protein kinase VRK1	VRK1	30.55435	30.39591	30.4516	30.72232	30.56502	30.07954	0.011660258	0.019509338
Q9BPU6;Q53SW3;E7EWB4	Q9BPU6;Q53SW3	Dihydropyrimidinase-related protein 5	DPYSL5	22.10776	21.85804	21.80008	30.08866	30.26528	30.63435	-8.407470703	5.839932289
Q9BPW0;H0YDU8;A0A024R0Q7;P53041;Q53FR0;B2R6R6;B4DLP6;B4DDZ8;A8MU39;Q59F46;B7Z1I1	Q9BPW0;H0YDU8;A0A024R0Q7;P53041;Q53FR0;B2R6R6;B4DLP6;B4DDZ8;A8MU39	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 5	PPP5C	25.76106	26.06569	25.73268	26.80956	27.07612	27.25512	-1.193792343	2.686672226
Q9BPX3;Q6NUR1;D6RA93;H0Y9Z8	Q9BPX3;Q6NUR1	Condensin complex subunit 3	NCAPG	27.74593	27.37989	27.63326	28.01505	28.24477	27.94134	-0.480694453	1.561652946
Q9BQ04;E9PLB0;E9PM61;U3KQD5	Q9BQ04;E9PLB0;E9PM61;U3KQD5	RNA-binding protein 4B	RBM4B	24.82726	24.49936	24.39722	25.23107	25.05263	24.31734	-0.292402267	0.401716736
Q9BQ13	Q9BQ13	BTB/POZ domain-containing protein KCTD14	KCTD14	23.43735	22.22837	21.33875	24.37478	24.78472	24.61386	-2.256296158	1.65872971
Q9BQ39;B4DED6;B4DW97;A0A087WVC1;K0J110;Q53FI9;Q9NTA9	Q9BQ39;B4DED6;B4DW97;A0A087WVC1;K0J110;Q53FI9;Q9NTA9	ATP-dependent RNA helicase DDX50	DDX50;mcdrh;DKFZp761E0323	29.70887	29.46157	29.57038	30.58011	30.16997	29.67941	-0.562888463	0.976904928
Q9BQ52;A0A0S2Z5M8;B4DT15;B3KT00;G5E9D5;E7ES68;B4E365;B3KSU9;H7C2I4;V9GYS7;J3QL08;V9GYU5;J3QRS2;V9GZ72;J3QLK4;J3QQT1;A0A0S2Z5J8;Q9HAS7	Q9BQ52;A0A0S2Z5M8;B4DT15;B3KT00;G5E9D5;E7ES68;B4E365;B3KSU9	Zinc phosphodiesterase ELAC protein 2	ELAC2	29.37238	29.10212	29.21436	27.70649	27.71135	27.98691	1.428034465	3.524857243
Q9BQ61;K7EN60;B2RE11;K7ELS0;K7ERU7	Q9BQ61;K7EN60;B2RE11;K7ELS0;K7ERU7	Uncharacterized protein C19orf43	C19orf43	25.32999	25.56247	25.43176	25.35894	25.05055	25.793	0.040575663	0.062473107
Q9BQ67;Q8TCJ8;B2RDP6;Q8NCK5;M0QX71;B4DTI1	Q9BQ67;Q8TCJ8;B2RDP6;Q8NCK5;M0QX71	Glutamate-rich WD repeat-containing protein 1	GRWD1;DKFZp564C172	28.91396	29.08818	29.10127	28.57946	28.54307	28.43928	0.513866425	2.65619481
Q9BQ70;H3BQ53;H3BSS3;Q9H384;H3BRP4;Q9H7D3;H3BSP8;H3BR53;B4DVF2;H3BMJ8;H3BTU3	Q9BQ70;H3BQ53;H3BSS3;Q9H384	Transcription factor 25	TCF25	22.99576	23.24073	23.25768	22.87769	24.75868	23.99817	-0.713457743	0.574480897
Q9BQC3;B3KRB8;H0YCR5;E9PJH6;E9PLL2;E9PMH7;E9PIY4;E9PPU3	Q9BQC3;B3KRB8	Diphthamide biosynthesis protein 2	DPH2	23.89338	23.41455	23.81392	23.31824	23.59673	23.39885	0.269339879	0.726654184
Q9BQG0;I3L1L3;B4DZZ1;B4DE42;I3L2H8;B4DWP5;I3L311	Q9BQG0;I3L1L3;B4DZZ1	Myb-binding protein 1A	MYBBP1A	32.40121	32.33098	32.4482	32.20467	31.77561	31.45753	0.580863317	1.244586508
Q9BQI0;B7Z6K5;A6PVM9;Q5JUP3	Q9BQI0;B7Z6K5;A6PVM9	Allograft inflammatory factor 1-like	AIF1L	25.31717	25.78835	24.5562	26.68284	26.88483	26.92943	-1.611793518	1.929829755
Q9BR63;Q9NSD9;A8K666;B7ZB32	Q9BR63;Q9NSD9;A8K666;B7ZB32	Phenylalanine--tRNA ligase beta subunit	FARSB	26.328	26.31866	26.05546	27.08608	27.6476	28.11843	-1.383328756	1.946008074
Q9BR77;F5H0W5;F5H5Q8	Q9BR77;F5H0W5	Coiled-coil domain-containing protein 77	CCDC77	22.59818	21.53936	23.92805	25.16902	25.52274	24.35662	-2.327596664	1.404234756
Q9BRD0;A8K4Z6;H7C462	Q9BRD0;A8K4Z6	BUD13 homolog	BUD13	28.11991	27.75996	27.97038	28.03207	27.69717	27.46832	0.217559814	0.487827163
Q9BRG8;B1AVT0;A8K7I0;P49760;B7Z8N6;B3KR53	Q9BRG8;B1AVT0;A8K7I0;P49760;B7Z8N6	Dual specificity protein kinase CLK2	CLK2	28.4267	28.11143	28.48884	27.67862	27.37567	26.92184	1.016945521	1.822449242
Q9BRK4;B4DP66;Q9BRY6;B1AL11;B1AL12;B1AL13;S4R3W7	Q9BRK4;B4DP66;Q9BRY6	Leucine zipper putative tumor suppressor 2	LZTS2	23.37093	21.2326	22.99866	24.71696	24.87061	24.45983	-2.148400625	1.48483645
Q9BRP0	Q9BRP0	Transcription factor Ovo-like 2	OVOL2	23.03493	23.97071	23.77816	21.27747	23.02772	22.93986	1.179582596	0.861308591
Q9BRP8	Q9BRP8	Partner of Y14 and mago	WIBG	25.76747	22.84552	25.65324	25.51283	26.08989	26.48654	-1.274342855	0.56848251
Q9BRS2;Q9H2L9	Q9BRS2;Q9H2L9	Serine/threonine-protein kinase RIO1	RIOK1	21.68889	22.37294	22.17946	22.1699	22.36418	23.04983	-0.447537104	0.596345831
Q9BRT9;E5RFF9;E5RH56;B4DRD5	Q9BRT9;E5RFF9	"DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed;DNA replication complex GINS protein SLD5"	GINS4	25.79919	26.3954	25.84757	25.20572	25.47482	25.51704	0.61486117	1.340094042
Q9BRU9;G3XAM4;E5RGP0;E5RH13;E5RIC4	Q9BRU9	rRNA-processing protein UTP23 homolog	UTP23	25.83417	25.82245	25.92118	25.45183	25.23019	24.66682	0.742988586	1.462796563
Q9BRX9;H0YIE8;F8VSE4;G3V221;H7C0S9	Q9BRX9	WD repeat domain-containing protein 83	WDR83	26.33749	25.88061	26.12046	24.78975	24.23396	23.93031	1.794851303	2.493188256
Q9BRZ2;C9JI91	Q9BRZ2;C9JI91	E3 ubiquitin-protein ligase TRIM56	TRIM56	23.56046	23.63179	23.6479	23.97675	23.82065	24.51208	-0.489776611	1.090933134
Q9BS26	Q9BS26	Endoplasmic reticulum resident protein 44	ERP44	23.55777	23.5759	23.58612	23.95633	24.4467	24.25775	-0.646994909	1.973432712
Q9BSC4;B4DS83;H7C1Z3	Q9BSC4;B4DS83	Nucleolar protein 10	NOL10	30.74599	30.72939	30.88351	30.22446	29.86414	29.54126	0.909675598	1.957360272
Q9BSJ2;Q53EQ3;F2Z2B9;B3KRS1;B4DS45;B3KTU7;R4GMM4;Q86U96	Q9BSJ2;Q53EQ3;F2Z2B9;B3KRS1;B4DS45;B3KTU7	Gamma-tubulin complex component 2	TUBGCP2	25.84235	26.2307	25.72573	26.8903	27.21447	26.91957	-1.075186412	2.365083711
Q9BST9	Q9BST9	Rhotekin	RTKN	24.85913	25.0192	24.79729	24.21801	24.50149	23.67034	0.761931737	1.404846319
Q9BT22;K7EID2;K7EPU3;K7EQK1;A0A087WZJ8;Q6GMV1	Q9BT22;K7EID2	Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1	23.07341	22.9607	22.90668	24.70546	24.99843	24.45995	-1.741013845	3.359070958
Q9BTA9;A0A0A0MRT2;B4DMH1;J3QTA0;C9JD58;C9JVK6;Q9NZE0	Q9BTA9;A0A0A0MRT2;B4DMH1	WW domain-containing adapter protein with coiled-coil	WAC	27.258	26.89342	27.1518	27.32148	27.21605	27.00378	-0.079361598	0.215761739
Q9BTC0	Q9BTC0	Death-inducer obliterator 1	DIDO1	29.80732	29.79834	29.97172	29.00788	28.61295	28.75439	1.067385991	2.939856065
Q9BTL3	Q9BTL3	RNMT-activating mini protein	FAM103A1	28.07168	28.21331	28.05471	27.38509	27.26767	27.51878	0.722719828	2.916639506
Q9BTQ7;A0A024R1Q8;P62829;J3KTJ3;C9JD32;B9ZVP7;J3KT29;A4D142	Q9BTQ7;A0A024R1Q8;P62829;J3KTJ3;C9JD32;B9ZVP7;J3KT29	60S ribosomal protein L23	RPL23	29.04007	29.15282	29.23233	28.97123	28.92	29.15183	0.127388	0.640553806
Q9BTT6;A8K883;Q5T0G3	Q9BTT6;A8K883;Q5T0G3	Leucine-rich repeat-containing protein 1	LRRC1	23.98006	22.49165	22.47914	23.93238	24.03775	24.31133	-1.110203425	1.02011574
Q9BTX1;B4DZG6	Q9BTX1;B4DZG6	Nucleoporin NDC1	NDC1	27.50044	28.24273	27.95405	28.05025	27.75786	28.26513	-0.125342687	0.182759764
Q9BU76	Q9BU76	Multiple myeloma tumor-associated protein 2	MMTAG2	28.53516	28.18952	28.51009	27.01319	26.88379	26.68872	1.549692154	3.352367669
Q9BU89;K7EIV2;K7ERU8	Q9BU89;K7EIV2;K7ERU8	Deoxyhypusine hydroxylase	DOHH	23.97255	24.31458	24.11965	24.62823	24.7277	24.58949	-0.512880325	2.057135246
Q9BUA3;H0YGY5	Q9BUA3	Uncharacterized protein C11orf84	C11orf84	24.93206	25.0719	24.61779	25.2359	24.98833	25.48167	-0.361380259	0.858277191
Q9BUF5;B4DP54;B3KS31;K7ESM5;B4E386;K7EL29;K7ESQ3;K7EQT3;K7EJ64;K7ERA8;K7EJZ4;K7EN98;K7EPE5	Q9BUF5;B4DP54;B3KS31;K7ESM5;B4E386	Tubulin beta-6 chain	TUBB6	27.61274	27.8047	27.75053	27.94748	28.13394	28.35683	-0.423425039	1.492070955
Q9BUJ2;A8K6U7;B7Z4B8;A0A0A0MRA5;A0A024R0J9;A8K3W4;A8K5K0;M0R3F1;M0QYZ0;B3KM60;M0QYI8;M0R0K8;M0QZV6;M0R203;M0QYM5;A0A087X1I2;Q9BTB7;M0R247	Q9BUJ2;A8K6U7;B7Z4B8;A0A0A0MRA5;A0A024R0J9;A8K3W4;A8K5K0;M0R3F1;M0QYZ0	Heterogeneous nuclear ribonucleoprotein U-like protein 1	HNRNPUL1;HNRPUL1	31.9053	31.82058	31.87866	31.9898	31.67783	31.76303	0.057957967	0.236502562
Q9BUL8;C9J5C3;H7C5M9;C9JSA3;C9JND6;C9J363;C9J6F3;C9J932	Q9BUL8;C9J5C3;H7C5M9;C9JSA3;C9JND6;C9J363;C9J6F3	Programmed cell death protein 10	PDCD10	24.01665	24.53552	24.17919	25.65226	25.80062	26.32887	-1.68346405	2.556602585
Q9BUP0;Q53SA2;B4DEE0;A0A087X1Z2;A0A024R493;Q59EU6;C9JTV4;Q8WYH2;Q7Z2R5;H7C0I0;Q53S38	Q9BUP0;Q53SA2;B4DEE0;A0A087X1Z2;A0A024R493;Q59EU6;C9JTV4;Q8WYH2;Q7Z2R5	EF-hand domain-containing protein D1	EFHD1;FLJ13612;PP1187;MST133	23.85119	23.63256	23.87877	21.38818	21.45563	23.1026	1.805370967	1.478637933
Q9BUR4;C6ZGX2;C6ZGR0;E9PMR3;C6ZGQ9;E9PMG4;B4E068	Q9BUR4;C6ZGX2;C6ZGR0;E9PMR3;C6ZGQ9;E9PMG4	Telomerase Cajal body protein 1	WRAP53;WDR79	22.84615	23.44796	21.2163	23.12191	23.41132	23.85329	-0.958700816	0.615261791
Q9BV20	Q9BV20	Methylthioribose-1-phosphate isomerase	MRI1	23.5418	23.10052	23.41093	23.16734	23.98338	21.5493	0.4510746	0.245175227
Q9BV37;Q53FW9;A0A024RBH5;Q13610;B4DNL1;B4DJV5;Q86X79;Q05BL3;Q6PKI5;Q6PIN4;F8VZ56	Q9BV37;Q53FW9;A0A024RBH5;Q13610;B4DNL1;B4DJV5	Periodic tryptophan protein 1 homolog	PWP1	28.40568	28.62331	28.66956	29.0332	28.60385	28.28379	-0.074097951	0.116186986
Q9BV57;A0A0G2JQN5;H7C382	Q9BV57	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"	ADI1	26.54481	26.79278	26.85127	25.98908	26.06433	26.21915	0.63876152	2.27793504
Q9BV61;Q53G55;Q8N9Z3	Q9BV61;Q53G55;Q8N9Z3		TRAP1	26.06021	26.11519	26.04652	26.6421	26.83002	27.65096	-0.967049917	1.447288362
Q9BV73;E7ETF9;A6PVJ0;H0Y5R2;H7C0P0;A6PVI9;E9PHT2;B4DMQ1	Q9BV73	Centrosome-associated protein CEP250	CEP250	23.97482	23.64955	23.42188	24.66232	24.17303	23.62299	-0.470694224	0.621780524
Q9BVA0;A0A024R6U1;H3BTU7;Q59G59;H3BPK1;H3BPD8;H3BTV8;H3BT67	Q9BVA0;A0A024R6U1	Katanin p80 WD40 repeat-containing subunit B1	KATNB1	24.72666	24.413	24.79615	24.83359	25.13355	24.60546	-0.212268829	0.47718443
Q9BVA1	Q9BVA1	Tubulin beta-2B chain	TUBB2B	29.13271	29.64921	29.51335	31.54042	31.8636	32.08696	-2.398567835	3.384436467
Q9BVC5;C9J4K0	Q9BVC5;C9J4K0	Ashwin	C2orf49	25.56697	25.51304	25.47991	24.54734	24.46183	24.69126	0.953168233	3.735297576
Q9BVG4;Q9P0N4;A6NDF3	Q9BVG4;Q9P0N4;A6NDF3	Protein PBDC1	PBDC1	24.99304	23.30106	23.9453	25.85293	26.59577	26.37489	-2.19473203	1.81549166
Q9BVI0;B3KUL4;Q5JWZ0;Q5JXL1;Q7Z5E2;F8WCQ1;B0QYY0	Q9BVI0;B3KUL4	PHD finger protein 20	PHF20	24.36466	24.55192	24.86948	25.34723	25.47349	24.9021	-0.645583471	1.328331733
Q9BVI4;F5H303	Q9BVI4	Nucleolar complex protein 4 homolog	NOC4L	31.17135	31.16459	31.41705	30.66856	30.14394	29.83089	1.036526998	1.798144837
Q9BVJ6;B4E343;X6RJY0;O60531	Q9BVJ6;B4E343	U3 small nucleolar RNA-associated protein 14 homolog A	UTP14A	31.61864	31.45821	31.69636	31.244	30.90124	30.42011	0.735951742	1.37936951
Q9BVL4;A0A087X0Q9;Q6ICA4	Q9BVL4;A0A087X0Q9;Q6ICA4	Selenoprotein O	SELO;dJ402G11.5	24.93652	25.22861	24.80617	24.81255	24.79402	24.82847	0.178754807	0.644327716
Q9BVM2;Q5JQQ4	Q9BVM2;Q5JQQ4	Protein DPCD	DPCD	22.40568	22.6707	22.14199	23.44796	23.97237	23.33606	-1.179343541	2.045721694
Q9BVP2;A0A024R2Z6;C9JZT7;B4DMU5;C9JYH9	Q9BVP2;A0A024R2Z6	Guanine nucleotide-binding protein-like 3	GNL3	31.57588	31.62571	31.62279	30.91192	30.50881	30.30389	1.033251444	2.346574363
Q9BVQ7;H0YCA5	Q9BVQ7	Spermatogenesis-associated protein 5-like protein 1	SPATA5L1	22.33963	23.37716	23.31603	23.48751	23.71597	24.146	-0.772216797	0.931269346
Q9BVS4;Q9NVB0;H0Y919;H0Y8R4	Q9BVS4	Serine/threonine-protein kinase RIO2	RIOK2	21.93102	23.02204	23.30704	23.54898	23.85291	23.64581	-0.929199855	1.017125808
Q9BW27;J3KT10;J3QL54;B4DYG7;J3QLD4;F5H0W7;B3KW81;J3QLH0;J3KRC0;J3KSH3;J3KS87;J3QL91;J3QS63	Q9BW27;J3KT10;J3QL54;B4DYG7	Nuclear pore complex protein Nup85	NUP85	30.49857	30.52729	30.59788	30.65906	30.38741	30.24036	0.112304052	0.373038845
Q9BW71;B3KQL0;B2R6A9	Q9BW71;B3KQL0;B2R6A9	HIRA-interacting protein 3	HIRIP3	26.31091	25.86221	26.12329	25.8715	25.68862	25.4607	0.425197601	1.134864459
Q9BW83;F5GZ09;B1AH58;H0Y6C7;I7FU17;B1AH56	Q9BW83;F5GZ09;B1AH58;H0Y6C7;I7FU17	Intraflagellar transport protein 27 homolog	IFT27	20.7354	23.62053	23.03491	24.9223	25.40545	24.4968	-2.47790273	1.265475863
Q9BW85;M0R2S3;Q7LE05	Q9BW85;M0R2S3	Coiled-coil domain-containing protein 94	CCDC94	28.34583	28.27097	28.3468	27.34562	27.48378	27.39885	0.911788305	4.365103575
Q9BWD1;Q59GW6;A8K4W5	Q9BWD1;Q59GW6;A8K4W5	"Acetyl-CoA acetyltransferase, cytosolic"	ACAT2	28.20163	28.16404	27.79303	29.19578	29.95809	29.77061	-1.588595708	2.416639631
Q9BWF3;A8K9U0;E9PB51;D6R9K7;J3QRR5	Q9BWF3;A8K9U0;E9PB51;D6R9K7;J3QRR5	RNA-binding protein 4	RBM4	31.40659	31.38407	31.4759	31.3491	31.11997	31.0485	0.249663671	1.236985466
Q9BWG6	Q9BWG6	Sodium channel modifier 1	SCNM1	24.64801	24.30549	23.52946	22.27992	21.5644	21.65676	2.327292124	2.36217011
Q9BWH6;A8K2F9;H3BRE8;H3BTJ6;H3BPY8;H3BPM3	Q9BWH6;A8K2F9;H3BRE8	RNA polymerase II-associated protein 1	RPAP1	22.24598	22.49069	23.11713	26.05049	26.6302	26.09456	-3.640484492	3.471176202
Q9BWJ5	Q9BWJ5	Splicing factor 3B subunit 5	SF3B5	27.12139	27.09969	27.1961	26.92717	26.7375	27.23434	0.17272377	0.512741427
Q9BWT1;B4DM13;D3DPD9	Q9BWT1;B4DM13	Cell division cycle-associated protein 7	CDCA7	23.72005	23.58898	23.88939	24.99222	24.61672	24.12951	-0.846680959	1.483517922
Q9BWT3;Q2TAI9;Q53T17;Q05DB9;F8WAT4;A0A0C4DH56;H7C3W0;Q53T81;Q9H968;Q9H7W6	Q9BWT3;Q2TAI9;Q53T17;Q05DB9	Poly(A) polymerase gamma	PAPOLG	26.81995	26.76901	26.84769	26.57392	26.48001	26.49277	0.296646118	2.865758836
Q9BWT6;D6RCT6;A0A087WTC6;D6R9E3;D6RIA0	Q9BWT6;D6RCT6;A0A087WTC6;D6R9E3;D6RIA0	Meiotic nuclear division protein 1 homolog	MND1	24.92954	24.73995	24.6753	25.1143	24.93526	24.61263	-0.105798086	0.253944002
Q9BX40;Q5TBP9;Q5TBQ0;Q5TBQ1;B4DQC9;A0A0C4DFV2	Q9BX40;Q5TBP9;Q5TBQ0	Protein LSM14 homolog B	LSM14B	24.96248	24.88874	24.69928	26.29341	26.81409	26.82347	-1.793491364	3.136893522
Q9BXF3;A0A087WT21;B7WPH3;A0A0R4J2E1;H0Y2Z1	Q9BXF3;A0A087WT21;B7WPH3;A0A0R4J2E1	Cat eye syndrome critical region protein 2	CECR2	28.76771	28.46006	28.61516	29.25708	29.11173	28.78559	-0.437154134	1.241908113
Q9BXK1;D6W5Z8;A0A087WWX5	Q9BXK1;D6W5Z8	Krueppel-like factor 16	KLF16	25.07818	25.24858	25.30034	23.9276	23.86306	23.76051	1.358646393	4.090999844
Q9BXP5;H7C3A1;Q7Z4Y3;H7C1K0;H7C0U8;C9JUL9;A0A0A0MSP6;A0A087X0F4;Q9HBI2	Q9BXP5;H7C3A1	Serrate RNA effector molecule homolog	SRRT	32.39036	32.46431	32.41251	31.75681	31.35962	31.63936	0.837134043	2.655917955
Q9BXS6;A8K4B4;H0YKA7	Q9BXS6;A8K4B4	Nucleolar and spindle-associated protein 1	NUSAP1	28.39268	28.3506	28.38842	28.35813	27.93281	28.18262	0.219378789	0.81844627
Q9BXW7;A8MYZ9;B3KVW8	Q9BXW7	Cat eye syndrome critical region protein 5	CECR5	24.85795	24.60818	21.89471	25.06534	25.73485	26.22801	-1.88911883	0.873309928
Q9BXY0;A0PJ56;H0YBV6	Q9BXY0	Protein MAK16 homolog	MAK16	30.05336	30.06317	30.08563	29.39231	28.9667	28.74593	1.032407125	2.25499771
Q9BY43;E9PQI5;E9PQ80;E9PSI1;B7Z6C9;H0YI89;H0YIN6	Q9BY43;E9PQI5;E9PQ80;E9PSI1;B7Z6C9	Charged multivesicular body protein 4a	CHMP4A	25.16319	24.855	25.00736	24.48818	24.85353	24.94543	0.246136983	0.67503225
Q9BY44;F8WAE5;C9IZE1;H7C5Q3;H7C5R5;F8WF18;F8WAT3	Q9BY44;F8WAE5;C9IZE1	"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed"	EIF2A	26.57759	26.28443	26.38865	27.35422	27.69584	27.82396	-1.207782745	2.7383983
Q9BY77;F6VRR5;B4E0L0;Q96DI9;F8WCX5;Q659C6;B4DSH9;Q6R954	Q9BY77;F6VRR5;B4E0L0;Q96DI9	Polymerase delta-interacting protein 3	POLDIP3	31.0745	30.87379	30.93438	30.19859	29.94517	29.96044	0.926159541	3.099792865
Q9BY89;A0A1B0GVJ7	Q9BY89	Uncharacterized protein KIAA1671	KIAA1671	22.4714	23.19235	22.92185	24.72135	26.05321	26.30548	-2.831478755	2.214776611
Q9BYB4;C9JPQ6	Q9BYB4	Guanine nucleotide-binding protein subunit beta-like protein 1	GNB1L	23.33538	23.47494	23.50385	23.31285	23.05414	23.37729	0.189962387	0.785275536
Q9BYE7	Q9BYE7	Polycomb group RING finger protein 6	PCGF6	25.62806	25.84855	25.46852	24.96411	24.53511	24.63118	0.938247045	2.275249159
Q9BYG3;C9J808;C9J6C5;B4DSM4;H7BZL0	Q9BYG3;C9J808	MKI67 FHA domain-interacting nucleolar phosphoprotein	NIFK	31.22107	31.07336	31.06696	30.47547	29.97883	29.80678	1.033435186	2.125435092
